	index	avg	cond	id	texture	direction
19395	9397	9.433333333333335	cold_november	f38582f0	Asphalt	327
11029	1031	9.455555555555557	cold_november	f3725b4e	Asphalt	328
11154	1156	9.455555555555557	cold_november	f3728984	Asphalt	328
12834	2836	9.455555555555557	cold_november	f375f362	Asphalt	328
13341	3343	9.455555555555557	cold_november	f377241c	Asphalt	328
13429	3431	9.455555555555557	cold_november	f3774a0a	Asphalt	328
15860	5862	9.455555555555557	cold_november	f37b65c2	Asphalt	328
16599	6601	9.455555555555557	cold_november	f37cb828	Asphalt	328
16904	6906	9.455555555555557	cold_november	f37d382a	Asphalt	328
17527	7529	9.455555555555557	cold_november	f37e2b22	Asphalt	328
17616	7618	9.455555555555557	cold_november	f37e4bfc	Asphalt	328
18247	8249	9.455555555555557	cold_november	f37f3d64	Asphalt	328
19524	9526	9.455555555555557	cold_november	f385b3ce	Asphalt	328
19740	9742	9.455555555555557	cold_november	f386078e	Asphalt	328
19913	9915	9.455555555555557	cold_november	f3864884	Asphalt	328
10510	512	9.47777777777778	cold_november	f3717616	Asphalt	329
11027	1029	9.47777777777778	cold_november	f3725a9a	Asphalt	329
11213	1215	9.47777777777778	cold_november	f372a018	Asphalt	329
11249	1251	9.47777777777778	cold_november	f372ad9c	Asphalt	329
11302	1304	9.47777777777778	cold_november	f372c3ae	Asphalt	329
12421	2423	9.47777777777778	cold_november	f3755164	Asphalt	329
13686	3688	9.47777777777778	cold_november	f377cf34	Asphalt	329
15962	5964	9.47777777777778	cold_november	f37bafa0	Asphalt	329
18492	8494	9.47777777777778	cold_november	f3842234	Asphalt	329
11088	1090	9.500000000000002	cold_november	f37270d4	Asphalt	330
11222	1224	9.500000000000002	cold_november	f372a356	Asphalt	330
11534	1536	9.500000000000002	cold_november	f373376c	Asphalt	330
12218	2220	9.500000000000002	cold_november	f374fe6c	Asphalt	330
12588	2590	9.500000000000002	cold_november	f3758f30	Asphalt	330
13027	3029	9.500000000000002	cold_november	f3763c78	Asphalt	330
16023	6025	9.500000000000002	cold_november	f37bce2c	Asphalt	330
17632	7634	9.500000000000002	cold_november	f37e51d8	Asphalt	330
17979	7981	9.500000000000002	cold_november	f37ed306	Asphalt	330
18546	8548	9.500000000000002	cold_november	f3843788	Asphalt	330
11163	1165	9.522222222222224	cold_november	f3728cb8	Asphalt	331
11256	1258	9.522222222222224	cold_november	f372b01c	Asphalt	331
12684	2686	9.522222222222224	cold_november	f375b5fa	Asphalt	331
13464	3466	9.522222222222224	cold_november	f377595a	Asphalt	331
13607	3609	9.522222222222224	cold_november	f377aa0e	Asphalt	331
14515	4517	9.522222222222224	cold_november	f379561a	Asphalt	331
17586	7588	9.522222222222224	cold_november	f37e4152	Asphalt	331
18012	8014	9.522222222222224	cold_november	f37ee5c6	Asphalt	331
19293	9295	9.522222222222224	cold_november	f3855cee	Asphalt	331
10201	203	9.544444444444446	cold_november	f370e836	Asphalt	332
11229	1231	9.544444444444446	cold_november	f372a5d6	Asphalt	332
12881	2883	9.544444444444446	cold_november	f37604ec	Asphalt	332
13297	3299	9.544444444444446	cold_november	f376f956	Asphalt	332
14053	4055	9.544444444444446	cold_november	f378939c	Asphalt	332
15681	5683	9.544444444444446	cold_november	f37b196e	Asphalt	332
15685	5687	9.544444444444446	cold_november	f37b1b12	Asphalt	332
17319	7321	9.544444444444446	cold_november	f37ddb68	Asphalt	332
17583	7585	9.544444444444446	cold_november	f37e4044	Asphalt	332
11919	1921	9.566666666666668	cold_november	f3746bc8	Asphalt	333
13590	3592	9.566666666666668	cold_november	f3779172	Asphalt	333
13905	3907	9.566666666666668	cold_november	f37852f6	Asphalt	333
15758	5760	9.566666666666668	cold_november	f37b3f98	Asphalt	333
15771	5773	9.566666666666668	cold_november	f37b4434	Asphalt	333
16555	6557	9.566666666666668	cold_november	f37ca6a8	Asphalt	333
16943	6945	9.566666666666668	cold_november	f37d473e	Asphalt	333
17970	7972	9.566666666666668	cold_november	f37ecfc8	Asphalt	333
17983	7985	9.566666666666668	cold_november	f37ed46e	Asphalt	333
18999	9001	9.566666666666668	cold_november	f384eeb2	Asphalt	333
11463	1465	9.58888888888889	cold_november	f373015c	Asphalt	334
11703	1705	9.58888888888889	cold_november	f373b322	Asphalt	334
12939	2941	9.58888888888889	cold_november	f3761ad6	Asphalt	334
13011	3013	9.58888888888889	cold_november	f376364c	Asphalt	334
14045	4047	9.58888888888889	cold_november	f378907c	Asphalt	334
15654	5656	9.58888888888889	cold_november	f37b0f82	Asphalt	334
10081	83	9.611111111111112	cold_november	f370b1e0	Asphalt	335
10459	461	9.611111111111112	cold_november	f3715b36	Asphalt	335
10996	998	9.611111111111112	cold_november	f3724df2	Asphalt	335
12351	2353	9.611111111111112	cold_november	f375363e	Asphalt	335
12686	2688	9.611111111111112	cold_november	f375b6b8	Asphalt	335
15684	5686	9.611111111111112	cold_november	f37b1aae	Asphalt	335
16070	6072	9.611111111111112	cold_november	f37becc2	Asphalt	335
17281	7283	9.611111111111112	cold_november	f37dc54c	Asphalt	335
17323	7325	9.611111111111112	cold_november	f37ddd48	Asphalt	335
18596	8598	9.611111111111112	cold_november	f3844a34	Asphalt	335
18823	8825	9.611111111111112	cold_november	f384aa24	Asphalt	335
19248	9250	9.611111111111112	cold_november	f3854bfa	Asphalt	335
19955	9957	9.611111111111112	cold_november	f38657f2	Asphalt	335
10739	741	9.633333333333335	cold_november	f371d7b4	Asphalt	336
10982	984	9.633333333333335	cold_november	f3724708	Asphalt	336
11618	1620	9.633333333333335	cold_november	f37373bc	Asphalt	336
12967	2969	9.633333333333335	cold_november	f3762544	Asphalt	336
14231	4233	9.633333333333335	cold_november	f378d672	Asphalt	336
14622	4624	9.633333333333335	cold_november	f37984dc	Asphalt	336
17199	7201	9.633333333333335	cold_november	f37da5e4	Asphalt	336
11096	1098	9.655555555555557	cold_november	f3727426	Asphalt	337
12059	2061	9.655555555555557	cold_november	f374a516	Asphalt	337
12462	2464	9.655555555555557	cold_november	f3756032	Asphalt	337
13363	3365	9.655555555555557	cold_november	f3772d72	Asphalt	337
14942	4944	9.655555555555557	cold_november	f37a029a	Asphalt	337
15575	5577	9.655555555555557	cold_november	f37af1a0	Asphalt	337
15956	5958	9.655555555555557	cold_november	f37bad20	Asphalt	337
16825	6827	9.655555555555557	cold_november	f37d14bc	Asphalt	337
17495	7497	9.655555555555557	cold_november	f37e1e3e	Asphalt	337
10231	233	9.677777777777779	cold_november	f370f844	Asphalt	338
10942	944	9.677777777777779	cold_november	f3722804	Asphalt	338
11738	1740	9.677777777777779	cold_november	f373d000	Asphalt	338
12201	2203	9.677777777777779	cold_november	f374f4c6	Asphalt	338
13097	3099	9.677777777777779	cold_november	f3766b08	Asphalt	338
14402	4404	9.677777777777779	cold_november	f3792b5e	Asphalt	338
14530	4532	9.677777777777779	cold_november	f3796272	Asphalt	338
15919	5921	9.677777777777779	cold_november	f37b8de0	Asphalt	338
16266	6268	9.677777777777779	cold_november	f37c379a	Asphalt	338
16497	6499	9.677777777777779	cold_november	f37c90fa	Asphalt	338
16623	6625	9.677777777777779	cold_november	f37cc0f2	Asphalt	338
13079	3081	9.700000000000001	cold_november	f3765cf8	Asphalt	339
13222	3224	9.700000000000001	cold_november	f376c396	Asphalt	339
17179	7181	9.700000000000001	cold_november	f37d9e82	Asphalt	339
17200	7202	9.700000000000001	cold_november	f37da63e	Asphalt	339
17762	7764	9.700000000000001	cold_november	f37e82ca	Asphalt	339
18312	8314	9.700000000000001	cold_november	f37f55ce	Asphalt	339
11175	1177	9.722222222222223	cold_november	f3729190	Asphalt	340
11493	1495	9.722222222222223	cold_november	f3730dfa	Asphalt	340
11555	1557	9.722222222222223	cold_november	f3734626	Asphalt	340
12022	2024	9.722222222222223	cold_november	f3749404	Asphalt	340
12333	2335	9.722222222222223	cold_november	f3752f7c	Asphalt	340
13224	3226	9.722222222222223	cold_november	f376c4d6	Asphalt	340
13288	3290	9.722222222222223	cold_november	f376f398	Asphalt	340
15993	5995	9.722222222222223	cold_november	f37bbe64	Asphalt	340
16920	6922	9.722222222222223	cold_november	f37d3de8	Asphalt	340
17941	7943	9.722222222222223	cold_november	f37ec4ce	Asphalt	340
18198	8200	9.722222222222223	cold_november	f37f2b1c	Asphalt	340
18370	8372	9.722222222222223	cold_november	f383f1ec	Asphalt	340
19081	9083	9.722222222222223	cold_november	f3850dca	Asphalt	340
10267	269	9.744444444444445	cold_november	f371078a	Asphalt	341
11275	1277	9.744444444444445	cold_november	f372b742	Asphalt	341
11407	1409	9.744444444444445	cold_november	f372ec30	Asphalt	341
14713	4715	9.744444444444445	cold_november	f379a78c	Asphalt	341
16562	6564	9.744444444444445	cold_november	f37ca9e6	Asphalt	341
17313	7315	9.744444444444445	cold_november	f37dd942	Asphalt	341
18893	8895	9.744444444444445	cold_november	f384c464	Asphalt	341
19398	9400	9.744444444444445	cold_november	f385843a	Asphalt	341
19418	9420	9.744444444444445	cold_november	f3858bd8	Asphalt	341
19761	9763	9.744444444444445	cold_november	f3860f72	Asphalt	341
11301	1303	9.766666666666667	cold_november	f372c354	Asphalt	342
12641	2643	9.766666666666667	cold_november	f375a614	Asphalt	342
13192	3194	9.766666666666667	cold_november	f376af82	Asphalt	342
13793	3795	9.766666666666667	cold_november	f37803c8	Asphalt	342
14324	4326	9.766666666666667	cold_november	f3790e62	Asphalt	342
15365	5367	9.766666666666667	cold_november	f37aa2a4	Asphalt	342
16724	6726	9.766666666666667	cold_november	f37cedc0	Asphalt	342
17360	7362	9.766666666666667	cold_november	f37dead6	Asphalt	342
18316	8318	9.766666666666667	cold_november	f37f5736	Asphalt	342
18695	8697	9.766666666666667	cold_november	f3846ffa	Asphalt	342
14269	4271	9.78888888888889	cold_november	f378edb0	Asphalt	343
14627	4629	9.78888888888889	cold_november	f3798716	Asphalt	343
18668	8670	9.78888888888889	cold_november	f384658c	Asphalt	343
19673	9675	9.78888888888889	cold_november	f385eb8c	Asphalt	343
10077	79	9.811111111111112	cold_november	f370b05a	Asphalt	344
11378	1380	9.811111111111112	cold_november	f372e0b4	Asphalt	344
12423	2425	9.811111111111112	cold_november	f3755218	Asphalt	344
12446	2448	9.811111111111112	cold_november	f3755a4c	Asphalt	344
12955	2957	9.811111111111112	cold_november	f376209e	Asphalt	344
13425	3427	9.811111111111112	cold_november	f377487a	Asphalt	344
13732	3734	9.811111111111112	cold_november	f377e924	Asphalt	344
13737	3739	9.811111111111112	cold_november	f377eb4a	Asphalt	344
14615	4617	9.811111111111112	cold_november	f379825c	Asphalt	344
14845	4847	9.811111111111112	cold_november	f379de28	Asphalt	344
15264	5266	9.811111111111112	cold_november	f37a7d1a	Asphalt	344
15570	5572	9.811111111111112	cold_november	f37aefd4	Asphalt	344
15913	5915	9.811111111111112	cold_november	f37b8b9c	Asphalt	344
17868	7870	9.811111111111112	cold_november	f37ea9bc	Asphalt	344
18416	8418	9.811111111111112	cold_november	f38404fc	Asphalt	344
19601	9603	9.811111111111112	cold_november	f385d0e8	Asphalt	344
10692	694	9.833333333333334	cold_november	f371bf4a	Asphalt	345
14764	4766	9.833333333333334	cold_november	f379ba7e	Asphalt	345
17175	7177	9.833333333333334	cold_november	f37d9d1a	Asphalt	345
17503	7505	9.833333333333334	cold_november	f37e210e	Asphalt	345
18924	8926	9.833333333333334	cold_november	f384d026	Asphalt	345
10068	70	9.855555555555558	cold_november	f370accc	Asphalt	346
10181	183	9.855555555555558	cold_november	f370dc6a	Asphalt	346
10434	436	9.855555555555558	cold_november	f371514a	Asphalt	346
11335	1337	9.855555555555558	cold_november	f372d042	Asphalt	346
13119	3121	9.855555555555558	cold_november	f376857a	Asphalt	346
14663	4665	9.855555555555558	cold_november	f37994b8	Asphalt	346
15042	5044	9.855555555555558	cold_november	f37a2770	Asphalt	346
16682	6684	9.855555555555558	cold_november	f37cd6e6	Asphalt	346
17333	7335	9.855555555555558	cold_november	f37de0d6	Asphalt	346
11765	1767	9.87777777777778	cold_november	f373f224	Asphalt	347
15368	5370	9.87777777777778	cold_november	f37aa3ee	Asphalt	347
15461	5463	9.87777777777778	cold_november	f37ac6d0	Asphalt	347
16277	6279	9.87777777777778	cold_november	f37c3bc8	Asphalt	347
19099	9101	9.87777777777778	cold_november	f3851482	Asphalt	347
19403	9405	9.87777777777778	cold_november	f3858606	Asphalt	347
10317	319	9.900000000000002	cold_november	f3711c7a	Asphalt	348
13294	3296	9.900000000000002	cold_november	f376f78a	Asphalt	348
14719	4721	9.900000000000002	cold_november	f379a9a8	Asphalt	348
16810	6812	9.900000000000002	cold_november	f37d0efe	Asphalt	348
17494	7496	9.900000000000002	cold_november	f37e1de4	Asphalt	348
18491	8493	9.900000000000002	cold_november	f38421d0	Asphalt	348
10786	788	9.922222222222224	cold_november	f371e90c	Asphalt	349
11393	1395	9.922222222222224	cold_november	f372e69a	Asphalt	349
11619	1621	9.922222222222224	cold_november	f3737466	Asphalt	349
12664	2666	9.922222222222224	cold_november	f375aeac	Asphalt	349
12825	2827	9.922222222222224	cold_november	f375f02e	Asphalt	349
13015	3017	9.922222222222224	cold_november	f37637be	Asphalt	349
14057	4059	9.922222222222224	cold_november	f378950e	Asphalt	349
15066	5068	9.922222222222224	cold_november	f37a30d0	Asphalt	349
16950	6952	9.922222222222224	cold_november	f37d4a0e	Asphalt	349
17236	7238	9.922222222222224	cold_november	f37db4a8	Asphalt	349
19196	9198	9.922222222222224	cold_november	f3853890	Asphalt	349
19493	9495	9.922222222222224	cold_november	f385a7d0	Asphalt	349
19763	9765	9.922222222222224	cold_november	f3861030	Asphalt	349
19818	9820	9.922222222222224	cold_november	f38624d0	Asphalt	349
11173	1175	9.944444444444446	cold_november	f37290d2	Asphalt	350
11272	1274	9.944444444444446	cold_november	f372b62a	Asphalt	350
12406	2408	9.944444444444446	cold_november	f3754bce	Asphalt	350
13066	3068	9.944444444444446	cold_november	f376546a	Asphalt	350
13588	3590	9.944444444444446	cold_november	f3779096	Asphalt	350
14540	4542	9.944444444444446	cold_november	f3796678	Asphalt	350
15178	5180	9.944444444444446	cold_november	f37a5c72	Asphalt	350
16568	6570	9.944444444444446	cold_november	f37cac7a	Asphalt	350
18827	8829	9.944444444444446	cold_november	f384abc8	Asphalt	350
13378	3380	9.966666666666669	cold_november	f3773358	Asphalt	351
13401	3403	9.966666666666669	cold_november	f3773dd0	Asphalt	351
13616	3618	9.966666666666669	cold_november	f377aee6	Asphalt	351
15668	5670	9.966666666666669	cold_november	f37b14c8	Asphalt	351
15928	5930	9.966666666666669	cold_november	f37b9736	Asphalt	351
18220	8222	9.966666666666669	cold_november	f37f3332	Asphalt	351
18878	8880	9.966666666666669	cold_november	f384be92	Asphalt	351
19225	9227	9.966666666666669	cold_november	f385434e	Asphalt	351
19548	9550	9.966666666666669	cold_november	f385bcd4	Asphalt	351
10121	123	9.98888888888889	cold_november	f370c400	Asphalt	352
10164	166	9.98888888888889	cold_november	f370d51c	Asphalt	352
10209	211	9.98888888888889	cold_november	f370ee26	Asphalt	352
11791	1793	9.98888888888889	cold_november	f374061a	Asphalt	352
14711	4713	9.98888888888889	cold_november	f379a6d8	Asphalt	352
15707	5709	9.98888888888889	cold_november	f37b292c	Asphalt	352
16985	6987	9.98888888888889	cold_november	f37d567a	Asphalt	352
17185	7187	9.98888888888889	cold_november	f37da0a8	Asphalt	352
17324	7326	9.98888888888889	cold_november	f37ddda2	Asphalt	352
18897	8899	9.98888888888889	cold_november	f384c5d6	Asphalt	352
19016	9018	9.98888888888889	cold_november	f384f4d4	Asphalt	352
19122	9124	9.98888888888889	cold_november	f3851d38	Asphalt	352
10094	96	10.011111111111113	cold_november	f370b7a8	Asphalt	353
10303	305	10.011111111111113	cold_november	f371150e	Asphalt	353
10345	347	10.011111111111113	cold_november	f3712e72	Asphalt	353
10686	688	10.011111111111113	cold_november	f371bd1a	Asphalt	353
11596	1598	10.011111111111113	cold_november	f37363a4	Asphalt	353
11707	1709	10.011111111111113	cold_november	f373b732	Asphalt	353
13154	3156	10.011111111111113	cold_november	f3769448	Asphalt	353
14011	4013	10.011111111111113	cold_november	f37882e4	Asphalt	353
14289	4291	10.011111111111113	cold_november	f378f71a	Asphalt	353
16155	6157	10.011111111111113	cold_november	f37c0da6	Asphalt	353
17390	7392	10.011111111111113	cold_november	f37df5da	Asphalt	353
17491	7493	10.011111111111113	cold_november	f37e1cd6	Asphalt	353
18118	8120	10.011111111111113	cold_november	f37f0d6c	Asphalt	353
18221	8223	10.011111111111113	cold_november	f37f338c	Asphalt	353
18338	8340	10.011111111111113	cold_november	f37f5f4c	Asphalt	353
18586	8588	10.011111111111113	cold_november	f3844692	Asphalt	353
19287	9289	10.011111111111113	cold_november	f3855ac8	Asphalt	353
19777	9779	10.011111111111113	cold_november	f3861526	Asphalt	353
11645	1647	10.033333333333335	cold_november	f373878a	Asphalt	354
13172	3174	10.033333333333335	cold_november	f3769b1e	Asphalt	354
13759	3761	10.033333333333335	cold_november	f377f4e6	Asphalt	354
13929	3931	10.033333333333335	cold_november	f3785c2e	Asphalt	354
14491	4493	10.033333333333335	cold_november	f3794cce	Asphalt	354
14808	4810	10.033333333333335	cold_november	f379cfa0	Asphalt	354
15048	5050	10.033333333333335	cold_november	f37a29c8	Asphalt	354
16273	6275	10.033333333333335	cold_november	f37c3a1a	Asphalt	354
17676	7678	10.033333333333335	cold_november	f37e6286	Asphalt	354
18250	8252	10.033333333333335	cold_november	f37f3e7c	Asphalt	354
19208	9210	10.033333333333335	cold_november	f3853cd2	Asphalt	354
19414	9416	10.033333333333335	cold_november	f3858a66	Asphalt	354
19699	9701	10.033333333333335	cold_november	f385f546	Asphalt	354
11597	1599	10.055555555555557	cold_november	f37364bc	Asphalt	355
12068	2070	10.055555555555557	cold_november	f374a868	Asphalt	355
13405	3407	10.055555555555557	cold_november	f3773f88	Asphalt	355
14217	4219	10.055555555555557	cold_november	f378d12c	Asphalt	355
15091	5093	10.055555555555557	cold_november	f37a39cc	Asphalt	355
15337	5339	10.055555555555557	cold_november	f37a982c	Asphalt	355
16014	6016	10.055555555555557	cold_november	f37bc99a	Asphalt	355
16489	6491	10.055555555555557	cold_november	f37c8de4	Asphalt	355
17105	7107	10.055555555555557	cold_november	f37d832a	Asphalt	355
12345	2347	10.07777777777778	cold_november	f3753418	Asphalt	356
12960	2962	10.07777777777778	cold_november	f376227e	Asphalt	356
13274	3276	10.07777777777778	cold_november	f376ea2e	Asphalt	356
13466	3468	10.07777777777778	cold_november	f3775a36	Asphalt	356
14599	4601	10.07777777777778	cold_november	f3797c76	Asphalt	356
16548	6550	10.07777777777778	cold_november	f37ca3f6	Asphalt	356
17153	7155	10.07777777777778	cold_november	f37d9522	Asphalt	356
17440	7442	10.07777777777778	cold_november	f37e0a20	Asphalt	356
17976	7978	10.07777777777778	cold_november	f37ed1ee	Asphalt	356
11674	1676	10.100000000000001	cold_november	f3739d56	Asphalt	357
12651	2653	10.100000000000001	cold_november	f375a9b6	Asphalt	357
14496	4498	10.100000000000001	cold_november	f3794f4e	Asphalt	357
14944	4946	10.100000000000001	cold_november	f37a0358	Asphalt	357
15006	5008	10.100000000000001	cold_november	f37a1a32	Asphalt	357
15793	5795	10.100000000000001	cold_november	f37b4c9a	Asphalt	357
17044	7046	10.100000000000001	cold_november	f37d6c6e	Asphalt	357
18084	8086	10.100000000000001	cold_november	f37f0114	Asphalt	357
18185	8187	10.100000000000001	cold_november	f37f263a	Asphalt	357
10733	735	10.122222222222224	cold_november	f371d4ee	Asphalt	358
12007	2009	10.122222222222224	cold_november	f3748e1e	Asphalt	358
12869	2871	10.122222222222224	cold_november	f3760096	Asphalt	358
13164	3166	10.122222222222224	cold_november	f3769830	Asphalt	358
13181	3183	10.122222222222224	cold_november	f3769e66	Asphalt	358
13677	3679	10.122222222222224	cold_november	f377cb1a	Asphalt	358
13953	3955	10.122222222222224	cold_november	f37864ee	Asphalt	358
15478	5480	10.122222222222224	cold_november	f37accd4	Asphalt	358
16911	6913	10.122222222222224	cold_november	f37d3ab4	Asphalt	358
17630	7632	10.122222222222224	cold_november	f37e511a	Asphalt	358
18482	8484	10.122222222222224	cold_november	f3841e38	Asphalt	358
10258	260	10.144444444444446	cold_november	f3710384	Asphalt	359
11408	1410	10.144444444444446	cold_november	f372ec8a	Asphalt	359
12752	2754	10.144444444444446	cold_november	f375d0d0	Asphalt	359
15325	5327	10.144444444444446	cold_november	f37a93ae	Asphalt	359
15776	5778	10.144444444444446	cold_november	f37b466e	Asphalt	359
16374	6376	10.144444444444446	cold_november	f37c62b0	Asphalt	359
19769	9771	10.144444444444446	cold_november	f386124c	Asphalt	359
11062	1064	9.133333333333333	cold_november	f372671a	Cobble	0
12265	2267	9.133333333333333	cold_november	f375100a	Cobble	0
12846	2848	9.133333333333333	cold_november	f375f7ae	Cobble	0
13926	3928	9.133333333333333	cold_november	f3785b20	Cobble	0
14308	4310	9.133333333333333	cold_november	f37906d8	Cobble	0
14727	4729	9.133333333333333	cold_november	f379acc8	Cobble	0
17774	7776	9.133333333333333	cold_november	f37e8702	Cobble	0
18696	8698	9.133333333333333	cold_november	f384711c	Cobble	0
18761	8763	9.133333333333333	cold_november	f38492be	Cobble	0
19929	9931	9.133333333333333	cold_november	f3864e74	Cobble	0
12498	2500	9.11111111111111	cold_november	f3756da2	Cobble	1
12965	2967	9.11111111111111	cold_november	f376244a	Cobble	1
13332	3334	9.11111111111111	cold_november	f3771ec2	Cobble	1
14204	4206	9.11111111111111	cold_november	f378cc86	Cobble	1
14648	4650	9.11111111111111	cold_november	f3798ea0	Cobble	1
16074	6076	9.11111111111111	cold_november	f37bee66	Cobble	1
16204	6206	9.11111111111111	cold_november	f37c1fa8	Cobble	1
16964	6966	9.11111111111111	cold_november	f37d4f0e	Cobble	1
16991	6993	9.11111111111111	cold_november	f37d58b4	Cobble	1
19404	9406	9.11111111111111	cold_november	f3858660	Cobble	1
11016	1018	9.088888888888889	cold_november	f3725626	Cobble	2
13801	3803	9.088888888888889	cold_november	f3782aba	Cobble	2
15895	5897	9.088888888888889	cold_november	f37b7b66	Cobble	2
18030	8032	9.088888888888889	cold_november	f37eecba	Cobble	2
10566	568	9.066666666666666	cold_november	f3718b42	Cobble	3
11507	1509	9.066666666666666	cold_november	f3732362	Cobble	3
12147	2149	9.066666666666666	cold_november	f374ca32	Cobble	3
12662	2664	9.066666666666666	cold_november	f375adee	Cobble	3
15384	5386	9.066666666666666	cold_november	f37aaa6a	Cobble	3
17672	7674	9.066666666666666	cold_november	f37e611e	Cobble	3
10290	292	9.044444444444444	cold_november	f371105e	Cobble	4
10315	317	9.044444444444444	cold_november	f3711bc6	Cobble	4
11847	1849	9.044444444444444	cold_november	f374339c	Cobble	4
12458	2460	9.044444444444444	cold_november	f3755e98	Cobble	4
13157	3159	9.044444444444444	cold_november	f3769560	Cobble	4
13346	3348	9.044444444444444	cold_november	f37725de	Cobble	4
14510	4512	9.044444444444444	cold_november	f3795458	Cobble	4
15652	5654	9.044444444444444	cold_november	f37b0ece	Cobble	4
16429	6431	9.044444444444444	cold_november	f37c776e	Cobble	4
16579	6581	9.044444444444444	cold_november	f37cb080	Cobble	4
18550	8552	9.044444444444444	cold_november	f3843936	Cobble	4
11435	1437	9.022222222222222	cold_november	f372f69e	Cobble	5
13128	3130	9.022222222222222	cold_november	f3768a70	Cobble	5
14069	4071	9.022222222222222	cold_november	f3789964	Cobble	5
14114	4116	9.022222222222222	cold_november	f378a9fe	Cobble	5
18139	8141	9.022222222222222	cold_november	f37f1546	Cobble	5
18461	8463	9.022222222222222	cold_november	f384162c	Cobble	5
18731	8733	9.022222222222222	cold_november	f38484e0	Cobble	5
10704	706	9.0	cold_november	f371c3be	Cobble	6
12301	2303	9.0	cold_november	f375232e	Cobble	6
12382	2384	9.0	cold_november	f37541ce	Cobble	6
12727	2729	9.0	cold_november	f375c644	Cobble	6
12850	2852	9.0	cold_november	f375f95c	Cobble	6
15516	5518	9.0	cold_november	f37adb0c	Cobble	6
17012	7014	9.0	cold_november	f37d60ca	Cobble	6
17038	7040	9.0	cold_november	f37d6a48	Cobble	6
11365	1367	8.977777777777778	cold_november	f372dc0e	Cobble	7
15815	5817	8.977777777777778	cold_november	f37b549c	Cobble	7
16186	6188	8.977777777777778	cold_november	f37c192c	Cobble	7
16560	6562	8.977777777777778	cold_november	f37ca932	Cobble	7
16851	6853	8.977777777777778	cold_november	f37d2420	Cobble	7
17731	7733	8.977777777777778	cold_november	f37e774e	Cobble	7
17876	7878	8.977777777777778	cold_november	f37eacbe	Cobble	7
11097	1099	8.955555555555556	cold_november	f3727480	Cobble	8
12221	2223	8.955555555555556	cold_november	f374ff84	Cobble	8
13399	3401	8.955555555555556	cold_november	f3773c90	Cobble	8
16693	6695	8.955555555555556	cold_november	f37cdb00	Cobble	8
17309	7311	8.955555555555556	cold_november	f37dd7d0	Cobble	8
17944	7946	8.955555555555556	cold_november	f37ec5e6	Cobble	8
19095	9097	8.955555555555556	cold_november	f38512de	Cobble	8
11384	1386	8.933333333333332	cold_november	f372e320	Cobble	9
11656	1658	8.933333333333332	cold_november	f3738fdc	Cobble	9
11743	1745	8.933333333333332	cold_november	f373d4e2	Cobble	9
12112	2114	8.933333333333332	cold_november	f374b93e	Cobble	9
13724	3726	8.933333333333332	cold_november	f377e532	Cobble	9
13869	3871	8.933333333333332	cold_november	f37845ea	Cobble	9
14454	4456	8.933333333333332	cold_november	f3793ef0	Cobble	9
14821	4823	8.933333333333332	cold_november	f379d48c	Cobble	9
17610	7612	8.933333333333332	cold_november	f37e49d6	Cobble	9
17853	7855	8.933333333333332	cold_november	f37ea3a4	Cobble	9
17898	7900	8.933333333333332	cold_november	f37eb51a	Cobble	9
19259	9261	8.933333333333332	cold_november	f3855014	Cobble	9
19374	9376	8.933333333333332	cold_november	f3857abc	Cobble	9
10448	450	8.91111111111111	cold_november	f3715668	Cobble	10
12095	2097	8.91111111111111	cold_november	f374b2ae	Cobble	10
12239	2241	8.91111111111111	cold_november	f375060a	Cobble	10
14371	4373	8.91111111111111	cold_november	f379203c	Cobble	10
14566	4568	8.91111111111111	cold_november	f379706e	Cobble	10
15065	5067	8.91111111111111	cold_november	f37a304e	Cobble	10
17051	7053	8.91111111111111	cold_november	f37d6f20	Cobble	10
18184	8186	8.91111111111111	cold_november	f37f25e0	Cobble	10
18929	8931	8.91111111111111	cold_november	f384d1f2	Cobble	10
19413	9415	8.91111111111111	cold_november	f3858a02	Cobble	10
10768	770	8.888888888888888	cold_november	f371e286	Cobble	11
11376	1378	8.888888888888888	cold_november	f372e000	Cobble	11
13814	3816	8.888888888888888	cold_november	f3783032	Cobble	11
13888	3890	8.888888888888888	cold_november	f3784cac	Cobble	11
13903	3905	8.888888888888888	cold_november	f3785206	Cobble	11
14557	4559	8.888888888888888	cold_november	f3796d3a	Cobble	11
16215	6217	8.888888888888888	cold_november	f37c23d6	Cobble	11
16728	6730	8.888888888888888	cold_november	f37cef32	Cobble	11
17857	7859	8.888888888888888	cold_november	f37ea53e	Cobble	11
18038	8040	8.888888888888888	cold_november	f37eef94	Cobble	11
18657	8659	8.888888888888888	cold_november	f3846122	Cobble	11
19276	9278	8.888888888888888	cold_november	f38556a4	Cobble	11
19285	9287	8.888888888888888	cold_november	f38559e2	Cobble	11
19412	9414	8.888888888888888	cold_november	f385899e	Cobble	11
10782	784	8.866666666666665	cold_november	f371e79a	Cobble	12
10909	911	8.866666666666665	cold_november	f372183c	Cobble	12
10943	945	8.866666666666665	cold_november	f37228ae	Cobble	12
14389	4391	8.866666666666665	cold_november	f37926ae	Cobble	12
14971	4973	8.866666666666665	cold_november	f37a0cfe	Cobble	12
14996	4998	8.866666666666665	cold_november	f37a16a4	Cobble	12
